tweet_id,tweet_text,class_label
8537,And in that connection I again would say that while Senator Kennedy says we are for the status quo I do believe that he uh would agree that I am just as sincere in believing that my proposals for federal aid to education my proposals for health care are just as sincerely held as his,No
1830,And the reason is because small business pays that individual rate percent of Americas workers work in businesses that are taxed not at the corporate tax rate but at the individual tax rate,Yes
4109,But I reserve the right as president of the United States to meet with anybody at a time and place of my choosing if I think its going to keep America safe,No
29255,I think science is real,No
6454,Will we ever be safe and secure again,No
26182,I can only tell you that I dont think Senator Dole is too old to be president,No
1497,So the polls to me are interesting but they dont determine you know my hopes or or my despair,No
21505,Lets dont you dont have to believe it,No
301,Im not questioning his patriotism,No
23757,I have a plan to provide health care to all Americans,No
18592,One of his campaign people alleged that Prime Minister Allawi was like a puppet,No
11741,Ive devoted in the budget Ive proposed as I said last week more than twice as much as the governor has proposed,Yes
2327,And you know I appreciate and it appears weve got some agreement that a marketplace to work has to have some regulation,No
5943,That is something that every family that advocates on behalf of disabled children talk about,No
18339,So whats the message going to be Please join us in Iraq,No
33328,Now I want to build the wall,No
8390,Secondly I support federal aid to education and federal aid for teachers salaries,No
9448,The top percent of taxpayers will continue to pay percent of the income tax the nation collects,Yes
26676,They want to get into our market,Yes
28163,We have got to get health coverage for those who do not have it and weve got to improve the quality for those who do with a patients bill of rights thats real and that works the DingleNorwood bill and we have got to fill in the gaps in coverage by finally bringing parity for the treatment of mental illness because thats been left out,No
13821,Capital gains investment tax allowance credit for first time homebuyers,No
6826,Theres a no look theres a systemic problem,No
19952,billion even cut funds for scholarships and college loans,Yes
20678,They said even if we are the strongest if we donÃâât do something if we dont have a clear vision of the military if we dont stop extending our troops all around the world and nation building missions then were going to have a serious problem coming down the road and Im going to prevent that,No
25605,That lesson tells us two things One pick a President that you know will know if that tragic moment ever comes what he must know because therell be no time for staffing committees or advisers,No
24471,And theres a whole bunch of other things that I cant click off in this short period of time,No
27586,They asked him please repair the tension Democrat senators please repair the tension,No
22569,I havent changed my mind Im going to fully fund it,No
26733,It seems to me the president whoever the president may be this is one of his highest responsibilities,No
26392,You know regulations cost the average family right here Democrat or Republican about a year,Yes
32407,Now maybe because he has praised Putin maybe because he says he agrees with a lot of what Putin wants to do maybe because he wants to do business in Moscow I dont know the reasons,Yes
1289,The uh description just made of this administrations record is hard to uh recognize,No
27588,the damage in his in his own party,No
30211,With respect to Iran when I became secretary of state Iran was weeks away from having enough nuclear material to form a bomb,Yes
23394,You wonder Nikki why it is that people dont like us in some parts of the world,No
3036,Its for their security as well as ours,No
10351,I understand that I can get this country on track again,No
29381,Im going to cut regulations,No
21459,And everything in there says what I am for,No
20820,Let me give you a story about public education if I might,No
19500,Talking about this and this,No
17379,But Im running on the record of what we have asked for,No
10026,Now Governor Romney had a very different response,No
23044,And you know in seniors are going to get prescription drug coverage for the first time in Medicare,Yes
4403,Well let me just make a closing point,No
16122,And I never made that statement never would,Yes
24005,We cannot pay off the trillion debt balance the budget and have the industries of the future and the high paying jobs in this country without having the revenue,Yes
28579,And if there are any federal employees in this group you know what that means,No
10807,Now if we get our tax policies right so that theyre good for the middle class if we reverse the policies of the last eight years that got us into this fix in the first place and that Senator McCain supported then we are going to be in a position to deal with Social Security and deal with Medicare because we will have a health care plan that actually works for you reduces spending and costs over the long term and Social Security that is stable and solvent for all Americans and not just some,No
9252,Now I want to build on that,No
17678,Number one weve got to get the debt down to get the interest rates down so the economy will grow and people will be employed,No
10810,Hey Ill answer the question,No
4017,And Ill tell you I had a town hall meeting in Wolfeboro New Hampshire and a woman stood up and she said Senator McCain I want you to do me the honor of wearing a bracelet with my sons name on it,No
27926,Ive met some of those people,No
21596,We hear all the negatives,No
17620,You wont slow defense spending you refuse to do that,No
113,And finally weve got to go out there and collect billions and billions of dollars in taxes owed that arent being paid to this country,Yes
32795,Because NAFTA signed by her husband is perhaps the greatest disaster trade deal in the history of the world,Yes
11885,Is anybody being discriminated against,No
31939,Weve seen him embarrass women on TV and on Twitter,Yes
13183,Now as far as President Eisenhower is concerned I have often heard him discuss this question,No
2215,So they dont have to pay additional money no additional,Yes
19889,If we want to stop crime and teenage pregnancy lets start with education,No
9611,And as a consequence weve seen millions of young people be able to afford college and thats going to make sure that young women are going to be able to compete in that marketplace,Yes
22418,Another one is to invest and save and to stimulate growth,No
5725,Doesnt make me popular with the teachers union,No
25623,The meaning of this election is the future and whether were going to grow and provide the jobs and the opportunities for all Americans and that they need,No
6020,Right now because of previous agreements some made by President Clinton the goods and products that we send to Colombia which is our largest agricultural importer of our products is theres a billion dollars that we our businesses have paid so far in order to get our goods in there,Yes
3078,And that terrible circumstance in this country is exported overseas,No
21594,Like Mr Perot I am concerned about the deficits and billion is a lot of money but its awful hard to say were going to go out and spend more money when were trying to get the deficit down,No
20855,We agree on a couple of things on education,No
3867,of judgment of whether or not of whether or not if the question is who is bestequipped as the next president to make good decisions about how we use our military how we make sure that we are prepared and ready for the next conflict then I think we can take a look at our judgment,No
20427,When that field is online it will produce one million barrels a day,No
22024,On the broad issue here when youre trying to solve a problem you get the best plans,No
21020,The key is job training education investments in health care and education environment retirement security,No
10697,So when Senator McCain proposes a billion tax cut a continuation not only of the Bush tax cuts but an additional billion that hes going to give to big corporations including big oil companies billion worth thats money out of the system,Yes
5745,Whether it be opposition to spending and earmarks whether it be the issue of torture whether it be the conduct of the war in Iraq which I vigorously opposed,Yes
22776,I made a decision not to join the International Criminal Court in The Hague which is where our troops could be brought to brought in front of a judge an unaccounted judge,Yes
24814,And the greatest repayment I can ever give is to recreate the American dream for your children and grandchildren,No
13636,And we are bleeding arterially,No
11348,And I think what I dont know is what all of us dont know and thats whats going to happen both here at home and abroad,No
28373,And thats because we structured the plan so that six million additional American families pay no taxes,Yes
20877,They cant squeeze another desk in for her so she has to stand during class,No
30178,And then they did an article in a major magazine shortly after the war started,No
3782,And I got plans to reduce and eliminate unnecessary and wasteful spending and if theres anybody here who thinks there arent agencies of government where spending can be cut and their budgets slashed they have not spent a lot of time in Washington,No
20258,Its a difference between government making decisions for you and you getting more of your money to make decisions for yourself,Yes
17626,And no I never proposed any billion should come out of Medicare I have proposed that the program we must treat with that particular problem,Yes
33891,That is not who America is,No
21338,Id like to answer the question because Ive actually been a governor for years so Ive known a lot of people who have lost their jobs because of jobs moving overseas and I know a lot of people whose plants have been strengthened by increasing exports,Yes
7078,It also means it takes pressure off the border,No
23049,I think our seniors deserve a modern medical system,No
32939,Nine million people lost their jobs,Yes
17037,The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities,No
23570,I would pick somebody who would strictly interpret the Constitution of the United States,No
28602,I want to restore a meaningful safety net,No
2927,But at the time that uh I submitted the Sinai agreement to the Congress of the United States I submitted every single document that was applicable to the Sinai II agreement,Yes
1815,Look Ive got five boys,No
17876,There has been reference to expensive spare parts hammers costing,No
27305,And that was that was that was what allowed us to become the number one state in the nation,Yes
24731,Mr Bush is trying to run against Lyndon Johnson and Jimmy Carter and everybody in the world but me in this race,No
21720,But I was not for the bill that he was talking about because it was not tough enough on the criminal,Yes
29822,But I think it was a terrible thing to say,No
21171,I will fight for middleclass families and working men and women and I will never let you down,No
34456,All shes done is talk to the AfricanAmericans and to the Latinos but they get the vote and then they come back they say well see you in four years,No
5687,And frankly Senator McCain voted for four out of five of President Bushs budgets,Yes
7696,And thats in all sections of the United States,No
21063,I will keep Social Security in a lockbox and that pays down the national debt,No
14430,And the battlefield was searched and there wasnt one single iota of evidence that any US weapons were on that battlefield,Yes
17417,And Im very happy that John Kennedy was elected because John Kennedy looked at the future with courage saw what needed to be done and understood his own government,No
10258,The reason incomes are down is because unemployment is so high,Yes
21028,Now hes having to say that again,No
8243,The final point that I would like to make is this Senator Kennedy has suggested in his speeches that we lack compassion for the poor for the old and for others that are unfortunate,Yes
27316,You got that fact wrong,Yes
10156,They used those weapons against against their own citizens and killed Americans with them,Yes
18977,His political opposition is being put in jail,Yes
22215,And community colleges are on the job,No
33574,I would work with our allies in Asia in Europe in the Middle East and elsewhere,No
11488,Im going to stand by Israel,No
19934,And even some in your own party couldnt buy that,No
422,There are two very different issues here and theyve got to be dealt with separately,No
12546,It is not enough to stand on this record because we are dealing with the most ruthless fanatical leaders that the world has ever seen,No
12639,I have seen us ignore Africa,No
17482,The disadvantaged will go out in the back alley as they used to do,No
18930,And weve got a robust research and development program that has been ongoing during my administration,Yes
30145,And youre going to stop them,No
21263,I know one thing about the position of president its the only position in our Constitution that is filled by an individual who is given the responsibility to fight not just for one state or one district or the wellconnected or wealthy but to fight for all of the people including especially those who most need somebody who will stand up and take on whatever powerful forces might stand in the way,No
23361,Boy to listen to that the president I dont think is living in a world of reality with respect to the environment,No
22229,The other stuff all the other stuff I mentioned costs much less than that,Yes
16337,He said that a fish rots from the head down as he was going after Ed Meese,No
14111,But if they do if they do its easy to fix,No
17152,Whether you borrow the money or whether you simply tax it away from the people youre taking the same amount of money out of the private sector unless and until you bring down governments share of what it is taking,No
6929,Why should they insure somebody when the governments going to insure it for them,No
5704,Because they have to balance their budgets,No
13843,Again and again on complex difficult tasks I have stayed the course,No
22164,We have to be the strongest economic power in the world,No
2719,The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world not just because of a paycheck but because it gives them that sense of pride that theyre helping to build America,Yes
27523,We need to put the pressure on them as hard as we possibly can because if we do that we wont have to take the military action,No
32284,First weve had Muslims in America since George Washington,Yes
9385,So its conceivable that Governor Romney could bring down gas prices because with his policies we might be back in that same mess,No
27680,Its important for the nuclear weapons,No
11067,Were not going to be able to be everywhere all the time,No
951,Weve had a chance to spell out our differences on the Pledge of Allegiance here tonight and on tough sentencing of drug king pins and this kind of thing,No
20769,The facts are after my plan the wealthiest of Americans pay more taxes of the percentage of the whole than they do today,Yes
13999,He said trickledown economics was voodoo economics now hes its biggest practitioner,Yes
28907,You cant let public persuasion sway you because the job is to enforce the law,No
25349,Well my rebuttal is Ive heard the national debt blamed for a lot of things but not for illegal immigration across our border laughter and it has nothing to do with it,No
63,Here we are with a government thats been dealing with a drugrunning Panamanian dictator,No
16716,And then as a last resort only continue to use atomic power,No
6943,Thats not what I have,No
13520,Four in the votes at the UN particularly the vote dealing with Red China last Saturday we received the support on the position that we had taken of only two African countries one Liberia which had been tied to us for more than a century and the other Union of South Africa which is not a popular country in Africa,Yes
21624,And thats why he wants to veto it just like he vetoed an earlier bill this year,Yes
19663,Until we got a Republican Congress we finally got action Im proud of my colleagues in the Republican Party for getting that done,Yes
11029,But the fact is America is the greatest force for good in the history of the world,No
26365,Employers of under are exempted,Yes
33146,What kind of opportunities will we provide for our citizens,No
30417,You know Hillary is hitting me with tremendous commercials,No
26687,By far the largest number in American history not just the big ones you read about but a lot of smaller ones,Yes
18091,The world is safer without Saddam Hussein,No
20357,Look this is a man who has great numbers,No
16920,This is government by stalemate and weve seen almost a complete breakdown in the proper relationship between the president who represents this country and the Congress who collectively also represent this country,No
15150,It has been blocked by a Senate in which there is a Democratic majority,Yes
11812,But I have to confess that it was the first time that I really focused on it in a new way,No
2562,And hardpressed states right now cant all do that,No
3559,He has asked for million of earmark porkbarrel spending nearly a million dollars for every day that hes been in the United States Senate,Yes
18234,I believe they want to,No
2400,And it also says that youre going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care,Yes
2900,And Im not gonna exclude the American people from that process in the future as Mr Ford and Kissinger have done,Yes
965,Im a product of it and I want to help that dream come true for every single citizen in this land with a good job and good wages with good schools in every part of this country and every community in this country,No
28650,The amount of money that has to be raised in taxes for middleclass families to make up for completely eliminating that on the very wealthiest the billionaires that would be an extra heavy burden on middleclass families,No
2875,And his own uh Office of Management and Budget testified that he had a billion cut insurance added to the defense budget defense budget under the pressure from the Pentagon,Yes
11202,We have to double the size of the Afghan army,No
22313,Just a fact clarification real quickly,No
23073,Thats the difference between us,No
24591,I have watched these people the same for our local law enforcement people,No
22450,And let me tell you one specific pilot program where children who dont have a chance go to this program when theyre,No
16204,That was a mistake as well and it cost thousands of jobs for American workers in the Midwest and all over the United States of America,Yes
20831,Here are the key ingredients,No
24986,And I suggested that certainly it was to their common interest along with ours to avoid a conflict and to attempt to save the world and remove the nuclear weapons,No
30233,He even said well you know if there were nuclear war in East Asia well you know thats fine,Yes
16127,Im interested in million citizens in this country who share in the American dream all of them in every part of this country,No
15630,Im serious though I think Im a little more lovable these days than I used to be back in my youth when I began in my state legislature,No
17496,One final point President Reagan as Governor of California signed a bill which is perhaps the most liberal proabortion bill of any State in the Union,Yes
17699,I think the business community wants to get involved,No
29721,And we have to stop the violence,No
14508,Step one if I get up there were going to clean that up,No
232,The special Federal commission made good solid recommendations,No
33003,Youve made a lot of it because of the fact that youve been in office,No
2491,But lets go back to what Governor Romney indicated that under his plan he would be able to cover people with preexisting conditions,Yes
20315,Trying to frighten people in the voting booth,No
18242,My message to our troops is Thank you for what youre doing,No
21043,But thats not the question,No
15196,I know the Presidents supposed to be replying to me but sometimes I have a hard time in connecting what hes saying with what I have said or what my positions are,No
19741,Maybe that was the purpose,No
29576,Well he owes you the answers to that and he should provide them,No
15805,I think of a teacher right here largely Hispanic school Jaime Escalante teaching calculus to young kids percent of them going on to college,Yes
28979,And thats what we need I think in this election,No
15594,Im for the taxpayer bill of rights,No
7020,The jobs the president is creating pay less than the jobs that were losing,Yes
11989,So I favor closing the gun show loophole,No
5578,Were talking about Joe the plumber,No
26073,I started working on welfare reform in because I was sick of seeing people trapped in a system that was increasingly isolating them and making their kids more vulnerable to get in trouble,Yes
13596,Its also a departure from taxand spend economics because you cant tax and divide an economy that isnt growing,No
17986,Weve upheld the doctrine that said if you harbor a terrorist youre equally as guilty as the terrorist,Yes
20305,Under the Medicare prescription drug proposal Im making here is how it works you go to your own doctor,Yes
29929,I think you can see that,No
15716,We are moving forward with negotiations and you see I just think it would be dumb negotiating policy with the Soviets to cut out one or the other of the two options right now,No
12587,I dont believe it is,No
31965,So shes allowed to do that but Im not allowed to respond,No
21842,People dont dare medical practitioners to help somebody along the highway that are hurt because theyre afraid that some lawyers going to come along and get a big lawsuit,No
33415,But what she doesnt say is that President Obama has deported millions and millions of people just the way it is,Yes
25871,I spent a lot of time talking to military families as well as military members all over the world and in bases all across the United States and I became convinced after talking to the families and the personnel in uniform that we needed to not only have the pay raise but we needed to invest more in child care housing and other things to support families especially when there are longer deployments because of the downsizing of the military,No
25299,And thats why the failure of this administration to deal in an effective and a goodfaith way with Mexico with Costa Rica with the other nations in trying to find a peaceful settlement to the dispute in Central America has undermined our capacity to effectively deal diplomatically in this area as well,Yes
2601,Well the primary responsibility for education is is of course at the state and local level,No
6148,You all just heard my plan,No
27761,They look at Americas commitments around the world and they see whats happening and they say well OK Is America going to be strong,No
32513,I voted to close I think one of the loopholes he took advantage of when he claimed a billiondollar loss that enabled him to avoid paying taxes,Yes
15529,And you know I dont think age is the only criterion,No
10983,I think its a responsibility in this respect in that we should have available and affordable health care to every American citizen to every family member,No
21577,I never got to say that,No
23297,Somewhere in between those numbers and so theres a difference what hes promised and what he can raise,Yes
16212,Weve been cleaning it up for four years,Yes
23347,And as a result theyre like tinderboxes,No
2651,The right answer for government is say How do we make the private sector become more efficient and more effective,No
2024,You raise taxes and you kill jobs,No
10902,It was an energy bill on the floor of the Senate loaded down with goodies billions for the oil companies and it was sponsored by Bush and Cheney,Yes
19863,I think we ought to be lifting them up and moving our children forward,No
13029,It will not be our ambition that will determine it because greatness is not something that is written on a campaign poster,No
21246,Im asking for your vote,No
20340,Some people who say the word reform actually mean cuts,No
32386,Shes got bad judgment and honestly so bad that she should never be president of the United States,No
30125,And I think we should get because we pay approximately percent of the cost of NATO,Yes
3886,They inform on the bad guys,No
11992,If we could get agreement on that maybe they could pass that in the final days of this Congress,No
6743,You know Congress passed a law called DOMA the Defense of Marriage Act,Yes
10074,Thats not what we do,No
23580,Weve got plenty of lawmakers in Washington DC,No
1773,And finally with regards to that tax cut look Im not looking to cut massive taxes and to reduce the the revenues going to the government,No
20728,This is a very important moment in the history of our country,No
16152,And we ought to expand our markets abroad,No
27725,I know Americans had seen jobs being shipped overseas businesses and workers not getting a level playing field when it came to trade,Yes
6398,But were going to have to invest in the American people again in tax cuts for the middle class in health care for all Americans and college for every young person who wants to go,No
7441,Were just in a period weve got to work to bring it my opponent keeps mentioning John McCain and Im glad he did,No
10772,So lets not raise anybodys taxes my friends and make it be very clear to you I am not in favor of tax cuts for the wealthy,No
10639,Do you know that Senator Obama has voted for is proposing billion of new spending now,Yes
15312,Well that just isnt true,No
25559,Do you believe in MAD mutual assured destruction mutual deterrence as it has been practiced for the last generation,No
17276,And I dont know if Ive been born again but I know I was born into a Christian family,No
26537,Wed have that trouble all over America,No
32462,Shes a United States she was a United States senator,No
25571,Why pursue a strategy that would delegate to computers the question of starting a war,No
21790,And as a matter of principle and my situation is unique and I understand it I would take absolutely no compensation I go as their servant,No
11214,First of all as I say I dont think that were not going to have another Cold War with Russia,No
1735,Theyll do fine whether youre president or I am,No
16767,What we have done is to hold the lid on spending in an effort to reduce the rate of inflation,Yes
33907,Well everything I did as secretary of state was in furtherance of our countrys interests and our values,No
8825,But unlike Governor Reagan I do not support a boondoggle like the MX missile,Yes
7740,When we look for example at the vote on the Congo,No
11589,Can you run through the list again,No
7250,Well have troops trained by the end of this year,Yes
28716,You know some parents are worried about those filters that you will have to ask your kids how to put them on there,No
24439,I urged the president to support this air cover and he didand I applaud that,Yes
1785,And by giving them those tax cuts they had a little more money in their pocket and so maybe they can buy a new car,No
86,If he or representatives of the administration are either with or involving people like Noriega in our foreign policy or dont pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country,No
27127,They havent formed a unity group a council of some kind,No
21311,Pay an hour for your labor have no health care thats the most expensive single element in making the car,Yes
20241,Now under my proposal for every dollar that I propose in spending for things like education and health care I will put another dollar into middle class tax cuts,No
13935,Oh no it will cost jobs but thats not let me say this,No
10528,And you know there were some of us that stood up two years ago and said weve got to enact legislation to fix this,No
28791,Ive had a record of bringing people from all walks of life into my administration and my administration is better off for it in Texas,No
5499,I am convinced that until we reverse this continued decline in home ownership and put a floor under it and so that people have not only the hope and belief they can stay in their homes and realize the American dream but that value will come up,No
16280,But not a one of those key democratic leaders support our policy in Central America,Yes
25069,Applause I propose a budget I have proposed a budget which would increase our nations strength in real terms by double that of the Soviet Union,No
3908,There is nobody who can pose a threat to us there,No
10997,In a country as wealthy as ours for us to have people who are going bankrupt because they cant pay their medical bills for my mother to die of cancer at the age of and have to spend the last months of her life in the hospital room arguing with insurance companies because theyre saying that this may be a preexisting condition and they dont have to pay her treatment theres something fundamentally wrong about that,No
32463,She complains that Donald Trump took advantage of the tax code,Yes
16628,Theres no way for our people now to understand what their government is,No
34037,If you look excuse me Chris if you look at your voter rolls you will see millions of people that are registered to vote millions this isnt coming from me this is coming from Pew Report and other places millions of people that are registered to vote that shouldnt be registered to vote,Yes
25288,Weve never had citizenship tests in our country before and I dont think we should have a citizenship card today,Yes
31856,This is a great land,No
3716,And we fixed it and we killed it and the people ended up in federal prison so I know how to do this because Ive been involved these issues for many many years,Yes
23111,But its less than percent of the total cost of health care,Yes
26657,Until about five months ago the Japanese economy was in a deep recession,Yes
22461,Now if you dont want to really do that Im not your man,No
22222,Those things would revolutionize American education and take us to the top economically,No
19859,Our schools are getting better and our schools can be made to be even better still with the right kind of community leadership and partnership at the school level,No
1822,Now you cite a study,No
18457,Osama bin Laden isnt going to determine how we defend ourselves,No
15206,She said she thought nuclear weaponry and the control of nuclear arms,No
9035,And for the state to interfere in that decision under whatever guise and with whatever rationale for the state to try to take over in that situation and by edict command what the individual shall do and substitute itself for that individuals conscience for her right to consult her rabbi her minister her priest her doctor any other counselor of her choice I think goes beyond what we want to ever see accomplished in this country if we really believe in the First Amendment if we really believe in freedom of choice and the right of the individual,No
21022,Im totally opposed to diverting one out of every six dollars out of the Social Security trust fund as the Governor has proposed into the stock market,Yes
1292,There was a time when there was hope for those who uh were poor and downtrodden and who were uh elderly or who were uh ill or who were in minority groups but that time has been gone,No
14001,He promised he you know let me just say,No
19673,I think theres enough were even looking at our tax cut proposal our economic package,No
34116,Now were fighting again to get Mosul,Yes
24180,And we will start putting together teams to put togetherto take all the plans that exist and do something with them,No
25285,That is the part that requires employers to determine the citizenship of an employee before theyre hired,No
6212,Let me talk to you about an important aspect of this issue,No
11007,And when Senator McCain says that he wants to provide children health care what he doesnt mention is he voted against the expansion of the Childrens Health Insurance Program that is responsible for making sure that so many children who didnt have previously health insurance have it now,Yes
5539,Now Senator Obama talks about the very very rich,No
17236,Well let me just respond with regard to Social Security,No
9513,We can do better than this,No
4113,Now understand what this means without preconditions,No
16515,Well as a matter of fact there is,No
32268,If they dont do that its a very difficult situation for our country because you look at Orlando and you look at San Bernardino and you look at the World Trade Center,No
20313,Now one thing I dont understand Jim is why is it that the wealthiest get their tax cuts the first year but of seniors have to wait four to five years before they get a single penny,Yes
17252,And I dont believe I believe I should say as Lincoln once said that I could not I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others,No
3991,Now Senator McCain is also right that its difficult,No
8855,Wouldnt it make a lot more sense if the government let them keep their own money there in the first place,No
32524,And were going to make sure that nobody no corporation and no individual can get away without paying his fair share to support our country,No
32593,Eight million kids every year have health insurance because when I was first lady I worked with Democrats and Republicans to create the Childrens Health Insurance Program,Yes
27183,Our association and connection with our allies is essential to Americas strength,No
10445,Weve got to make sure that works properly,No
17846,The answer to that obviously was no and as the result I was elected to this office and promised a new beginning,No
638,He apparently wants to spend billions on the MX on railroad cars a weapons system we dont need and cant afford,No
4076,Well let me just correct something very quickly,No
19169,Our government is smaller and less bureaucratic and has given more authority to the states than its two predecessors under Republican presidents,Yes
29216,Whats happened to our jobs and our country and our economy generally is look we owe trillion,Yes
20745,Now for every dollar that I propose to spend on education he spends on a tax cut for the wealthiest,Yes
24927,No but Im glad you asked that question because I know its on many peoples minds,No
8482,When the president exercises his veto power he has to have the people upo behind him not just a third of the Congress,No
12198,That we spent the top receive as opposed to billion in new spending,Yes
8885,It will come from the pockets of the people who are living in those very areas,No
16113,It had to do with the discussion we had had the previous day on the overall question of reducing the budget,No
19897,But I want to get out there and give a better education opportunity to all of our children and thats why I vetoed the budget you passed with billion in education cuts,Yes
16454,Yes in unemployment that is likely to create additional pressure on prices how willing are you to consider an incomes policy in other words wage and price controls,No
23199,And plus we cut taxes for everybody,Yes
24611,He went to one meeting and then we heard that he was stepping down,No
29193,So we have to do that,No
20765,The fact remains almost of his proposed tax cut goes to only to Americans that make more than million per year,Yes
29102,The central question in this election is really what kind of country we want to be and what kind of future well build together,No
8043,We should not uh force our Nationalist allies to get off of them and give them to the Communists,No
16493,Now this tax bill that hasnt reached the White House yet but is expected in a day or two its about fifteen hundred pages,Yes
26999,Im sorry you actually there was a there was an effort on the part of the president to have a status of forces agreement and I concurred in that and said that we should have some number of troops that stayed on,Yes
19428,But here you cut the drug czars office percent,Yes
17860,In or a person with a fixed income of was above the poverty line and this maybe explains why there are the numbers still in poverty,Yes
6298,Well we have a tradition of local control of the schools and thats a tradition that has served us well,No
12219,Theyve had eight years to get something done on Medicare,No
25974,He went down and made a speech to people who were on his side saying that I did the wrong thing,No
24190,See we have an adversarial relationship between government and business,No
32996,Were raising money for the Republican Party and were doing tremendously on the small donations average or so,Yes
28039,And I would just like to say that this debate in a way is a living tribute to Mel Carnahan because he loved the vigorous discussion of ideas in our democracy,No
25015,That is where I think the future of the world lies,No
28309,It requires testing of all new teachers including in the subjects that they teach,No
29004,This election is not about debating tricks it is about your future,No
31911,Ive said things that frankly you hear these things I said,No
14359,Susan I dont agree that there are no women and minorities in important positions in my campaign,Yes
23619,But as a president I have to represent all the people in the nation,No
17454,In California sometime ago a man beat a woman so savagely that her unborn child was born dead with a fractured skull and the California State Legislature unanimously passed a law that was signed by the thenDemocratic Governor signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder,Yes
3454,And have no doubt about the magnitude of this crisis,No
29214,Secretary Clinton and others politicians should have been doing this for years not right now because of the fact that weve created a movement,No
28170,I want to give seniors who are well the near elderly I dont like that term because I am just about in that category but those to ought to be able to buy into Medicare for premiums that are reasonable and fair and significantly below what they have to get now,No
8433,I believe in other words that we have seen the local communities and the state assuming more of that responsibility,No
18238,And I hope its as soon as possible,No
16465,We could add to jobs in the major metropolitan areas by a proposal that I recommended that would give tax incentives to business to move into the inner city and to expand or to build new plants so that they would take a plant or expand a plant where people are and people are currently unemployed,No
2128,You know I suspect that on Social Security weve got a somewhat similar position,No
18311,They left the planning of the State Department in the State Department desks,No
25851,And its time we take a look at the pay scales,No
24322,We must rebuild Americas strength at home,No
28362,He proposed more than Walter Mondale and Michael Dukakis combined,Yes
6965,And so I think we need to think differently,No
15661,And the reason Ive had to do that is that he ran on the left in the Democratic primary ran firmly and ran with conviction and ran on his record,No
12870,They are now engaged in a debate over whether war is the means of Communizing the world or whether they should use subversion infiltration economic struggles and all the rest,No
18703,And I think we have a lot of earning back to do,No
28426,Medicare I cast the tiebreaking vote to add years to the life of Medicare,Yes
2351,Sometimes they didnt come out with a clear regulation,No
1377,We uh streamlined the structure of the court put in administrative officers put a unified court system in required that all uh severe sentences be reviewed far uniformity,No
6106,The average family is paying an additional a year in higher premiums because of the uninsured,Yes
7983,Now in pointing out the things that are wrong I think we ought to emphasize Americas strengths,No
24078,Because we have so mismanaged our country over the years and it is now time to pay the fiddler,No
3240,Karl Marx was the grandfather of Communism,No
11810,And I know its been going on a long time,No
28269,And if we find success well praise it,No
20554,I would appoint people that have a philosophy that I think would have it quite likely they would uphold Roe v Wade,No
28566,But I am familiar with the statement and it was made by one of the topranking officials of that organization,Yes
26260,Ive always been against them,Yes
19872,Weve got four million young people volunteering every year the number hasnt gone down,Yes
3764,There is no doubt about it,No
6654,I dont blame them entirely for it,No
27691,Were also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism,Yes
33355,I voted for border security in the United States Senate,Yes
11104,Theyre stronger now than at any time since,Yes
3049,And as we move during the next four years those will be the policies of this administration,No
15274,The offshore drilling rights is a question that Governor Reagan raises often,No
22331,Look at all these women Senate candidates we have here,No
27266,Twothirds of our jobs come from small businesses,Yes
5953,Were now about to have an agreement for status of forces in Iraq coming up,No
11447,But I think that we also have to have a sense of mission in the world,No
7028,I heard more of the same,No
34420,And I think that we will be able to get entitlement spending under control by with more resources and harder decisions,No
19668,Well maybe we bit off more than we could chew but were pursuing a stepbystep reform now,No
27686,But we do need to make sure that as we as we send support for them that this is tied to them making progress on on matters that would lead them to becoming a civil society,No
11573,Now I did want to pick up on one of the statements earlier and maybe I have heard maybe I have heard the previous statements wrong Governor,No
4225,By the way I went there once and we went inside and drove in and there was a huge poster,No
20845,there must by diagnostic teaching tools teacher training money available,No
27421,It is our greatest ally in the region,No
21031,The Senate Budget Committee did a study of the vice presidents expenditures,Yes
11988,I think these assault weapons are a problem,No
28723,Respect the First Amendment but I will do something to help you raise your kids without that garbage,No
74,Im saying that those of us who are elected to positions of political leadership Jim have a special responsibility not only to come up with programs and I have outlined in detail the very important very strong program of enforcement as well as drug education prevention,No
3976,And the Pakistanis are going to have to understand that that bombing in the Marriott Hotel in Islamabad was a signal from the terrorists that they dont want that government to cooperate with us in combating the Taliban and jihadist elements,Yes
23891,Ã But I do have a lot of experience in getting things done,No
24503,And Ill tell you one place thats working well and that is the private sector Jim Burke and this task force that he has you may know about it,No
13816,Is the guy out of work better off,No
19810,I personally dont think thats the right kind of future for America and I think we ought to take a different tack,No
11575,Now have to be other factors involved for me to want to be involved,No
10344,I believe we have a responsibility to care for one another,No
19723,It could reduce Saddam Husseins abilities to threaten Kuwait and his other neighbors again,No
